timestamp,match_id,home_team,away_team,signal_minute,signal_probability,actual_goal_minute,was_correct
2026-03-11T14:35:23.313850,1457676,Tabora United,Namungo,60,71.99999999999999,,
2026-03-11T14:35:24.725984,1526358,Visakha,NagaWorld,75,69.13074541557513,,
2026-03-11T14:35:25.780941,1526359,Boeung Ket,National Defense,60,51.01661506707945,,
2026-03-11T14:35:54.012216,1398607,Hatayspor,Sivasspor,90,71.66853303471444,,
2026-03-11T14:35:54.080732,1398609,İstanbulspor,Amed,75,70.2942544577483,,
2026-03-11T14:35:54.355226,1457676,Tabora United,Namungo,60,69.33333333333333,,
2026-03-11T14:35:55.774557,1526358,Visakha,NagaWorld,75,65.51764025448236,,
2026-03-11T14:35:56.837911,1526359,Boeung Ket,National Defense,75,75.52718334297282,,
2026-03-11T14:35:57.916132,1515990,Surkhon,Bunyodkor,45,53.94736842105263,,
2026-03-11T14:36:24.013796,1398607,Hatayspor,Sivasspor,90,71.66853303471444,,
2026-03-11T14:36:24.085581,1398609,İstanbulspor,Amed,75,70.2942544577483,,
2026-03-11T14:36:24.345919,1457676,Tabora United,Namungo,60,69.33333333333333,,
2026-03-11T14:36:25.796051,1526358,Visakha,NagaWorld,75,65.51764025448236,,
2026-03-11T14:36:26.859804,1526359,Boeung Ket,National Defense,75,75.52718334297282,,
2026-03-11T14:36:27.927930,1515990,Surkhon,Bunyodkor,45,53.94736842105263,,
2026-03-11T14:36:54.099214,1398607,Hatayspor,Sivasspor,90,70.72368421052632,,
2026-03-11T14:36:54.168314,1398609,İstanbulspor,Amed,75,72.05556680161943,,
2026-03-11T14:36:54.444984,1457676,Tabora United,Namungo,60,66.66666666666666,,
2026-03-11T14:36:55.890387,1526358,Visakha,NagaWorld,75,62.10526315789473,,
2026-03-11T14:36:56.949611,1526359,Boeung Ket,National Defense,75,73.59868421052632,,
2026-03-11T14:36:58.005337,1515990,Surkhon,Bunyodkor,45,53.94736842105263,,
2026-03-11T14:37:24.040906,1398607,Hatayspor,Sivasspor,90,70.72368421052632,,
2026-03-11T14:37:24.108125,1398609,İstanbulspor,Amed,75,72.05556680161943,,
2026-03-11T14:37:24.377563,1457676,Tabora United,Namungo,60,66.66666666666666,,
2026-03-11T14:37:25.799456,1526358,Visakha,NagaWorld,75,62.10526315789473,,
2026-03-11T14:37:26.861476,1526359,Boeung Ket,National Defense,75,73.59868421052632,,
2026-03-11T14:37:27.916282,1515990,Surkhon,Bunyodkor,45,53.94736842105263,,
2026-03-11T14:37:54.058996,1398607,Hatayspor,Sivasspor,90,69.81740064446832,,
2026-03-11T14:37:54.121985,1398609,İstanbulspor,Amed,75,65.4533476548514,,
2026-03-11T14:37:54.391773,1457676,Tabora United,Namungo,60,64.0,,
2026-03-11T14:37:55.841703,1526358,Visakha,NagaWorld,75,62.10526315789473,,
2026-03-11T14:37:56.899011,1526359,Boeung Ket,National Defense,75,73.59868421052632,,
2026-03-11T14:37:57.953704,1515990,Surkhon,Bunyodkor,60,53.94736842105263,,
2026-03-11T14:38:24.023327,1398607,Hatayspor,Sivasspor,90,69.81740064446832,,
2026-03-11T14:38:24.090787,1398609,İstanbulspor,Amed,75,65.4533476548514,,
2026-03-11T14:38:24.387966,1457676,Tabora United,Namungo,60,64.0,,
2026-03-11T14:38:25.794854,1526358,Visakha,NagaWorld,75,62.10526315789473,,
2026-03-11T14:38:26.848544,1526359,Boeung Ket,National Defense,75,73.59868421052632,,
2026-03-11T14:38:27.909976,1515990,Surkhon,Bunyodkor,60,53.94736842105263,,
2026-03-11T14:38:54.058402,1398607,Hatayspor,Sivasspor,90,68.94736842105263,,
2026-03-11T14:38:54.130235,1398609,İstanbulspor,Amed,75,59.30499325236167,,
2026-03-11T14:38:54.385163,1457676,Tabora United,Namungo,60,61.33333333333333,,
2026-03-11T14:38:55.779678,1526358,Visakha,NagaWorld,75,59.40656296611975,,
2026-03-11T14:38:56.842594,1526359,Boeung Ket,National Defense,75,70.04618580865119,,
2026-03-11T14:38:57.913971,1515990,Surkhon,Bunyodkor,60,50.877192982456144,,
2026-03-11T14:39:24.003088,1398607,Hatayspor,Sivasspor,90,68.94736842105263,,
2026-03-11T14:39:24.072259,1398609,İstanbulspor,Amed,75,59.30499325236167,,
2026-03-11T14:39:24.321509,1457676,Tabora United,Namungo,60,61.33333333333333,,
2026-03-11T14:39:25.758426,1526358,Visakha,NagaWorld,75,59.40656296611975,,
2026-03-11T14:39:26.826095,1526359,Boeung Ket,National Defense,75,70.04618580865119,,
